,Question,Updated_question,Answer,Context,Similarity,Keyword,ID
501,Why have metal-organic frameworks (MOFs) emerged as excellent candidates for chemical sensing applications?,"Why have materials characterized by high surface area, intrinsic porosity, and high molecular adsorptivity emerged as excellent candidates for chemical sensing applications?","Metal-organic frameworks (MOFs) have emerged as excellent candidates for chemical sensing applications because they can surpass some of the inherent limitations of the materials used in actual state-of-the-art sensing technologies. These limitations include required high temperature operating conditions, which are associated with poor selectivity and high energy consumption, as well as low selectivity and long response times.","['Recently, metal-organic frameworks (MOFs), have emerged as excellent candidates for chemical sensing applications. ', 'Such porous materials can surpass some of the inherent limitations of the materials used in actual state-of-the-art sensing technologies, such as their required high temperature operating conditions, associated with a poor selectivity and high energy consumption, or their low selectivity and long response times.', 'Such porous materials can surpass some of the inherent limitations of the materials used in actual state-of-the-art sensing technologies, such as their required high temperature operating conditions, associated with a poor selectivity and high energy consumption, or their low selectivity and long response times. , Moreover, the reticulated network of porous MOFs provides adjustable functionalities and unique optical, electronic , and magnetic properties.', 'In this context, metal organic frameworks (MOFs) are an attractive materials family as they provide a rich library of systems with high surface area, intrinsic porosity, and high molecular adsorptivity.']",0.416666667,mofs,502
411,Is a peptide tag similar to EEEEY also resistant to oxidation by abTYR?,Is a peptide tag similar to EEEEY also resistant to oxidation by a monomeric version constructed by deleting all but one subunit and subjected to the PPW protocol?,"Similar peptide tags to EEEEY might also exhibit resistance to oxidation by abTYR, depending on their specific sequences and properties.","['In addition, exposing the GFP-E4Y to abTYR resulted in no discernable oxidation by ESI-MS. ', 'This aligns with our previous peptide screens, and suggests that the EEEEY tag is not susceptible to abTYR activation.', 'In addition, a monomeric version of abTYR was constructed by deleting all but one subunit and subsequently put through the same PPW protocol again.', 'B) Comparison of reactivity of abTYR vs single mutants of megaTYR on peptides EEEEY and RRRRY.']",0.44,abtyr,412
199,What does LExM aim to democratize with accessible reagents and only a standard confocal microscope?,What does a general method for expanding metabolically labeled lipids to facilitate super-resolution imaging of organelle membranes aim to democratize with accessible reagents and only a standard confocal microscope?,High-resolution imaging of lipids and membranes,"['With accessible reagents and requiring only a standard confocal microscope, we envision that LExM will democratize highresolution imaging of lipids and membranes.', 'Hydrolysis times of 2, 4, and 8 h gave expansion factors of ~5.0x, ~6.4x and ~7.8x respectively, confirming that LExM enables the tunable expansion of membranes (Figure ).', 'We demonstrate that LExM is a general method for the expansion of metabolically labeled lipids to enable super-resolution imaging of organelle membranes, and we apply LExM to visualize sub-diffraction scale invaginations of the nuclear membrane and their membrane-bound cytoplasmic contents.']",0.5,lexm,200
637,What role might other ZDHHCs play in the acylation of pMLKL during necroptosis?,What role might other ZDHHCs play in the acylation of a protein involved in necroptosis that undergoes acylation and is recruited and retained in the membrane potentially through the activity of ZDHHC5?,"The involvement of other ZDHHCs in the acylation of pMLKL during necroptosis is likely, although ZDHHC5 is a known mediator.","['We observed a decrease in the levels of enriched pMLKL in shZDHHC5 cells, suggesting that VLCFAcylation of pMLKL during necroptosis is, at least in part, mediated by ZDHHC5. ', 'However, since we still observe VLCFAcylation of pMLKL in shZDHHC5 cells, the involvement of other ZDHHCs in pMLKL acylation is likely.', '(B) Cellular distribution of pMLKL during necroptosis.', 'Overall, our results support that ZDHHC5 activity might play a role in acylation and membrane recruitment and retainment of pMLKL during necroptosis.']",0.357142857,pmlkl,638
550,Why have metal-organic frameworks (MOFs) emerged as excellent candidates for chemical sensing applications?,Why have materials capable of interacting with NO2 and involved in signal transduction mechanisms emerged as excellent candidates for chemical sensing applications?,"Metal-organic frameworks (MOFs) have emerged as excellent candidates for chemical sensing applications because they can surpass some of the inherent limitations of the materials used in actual state-of-the-art sensing technologies. These limitations include required high temperature operating conditions, which are associated with poor selectivity and high energy consumption, as well as low selectivity and long response times.","['Recently, metal-organic frameworks (MOFs), have emerged as excellent candidates for chemical sensing applications. ', 'Such porous materials can surpass some of the inherent limitations of the materials used in actual state-of-the-art sensing technologies, such as their required high temperature operating conditions, associated with a poor selectivity and high energy consumption, or their low selectivity and long response times.', 'Our experimental studies combined with DFT and complete active space self-consistent field calculations, provide understanding of the nature and effects of NO2 interactions within the MOFs and the signal transduction mechanism.', 'This sensing mechanism was also inspired by the recent success of MOFs ( e.g. NU-1000, Cr-MIL-101) towards adsorbing PFAS in water.']",0.4,mofs,551
299,At what time was the yield of triplet excitons calculated?,At what time was the yield of excited states with a spin multiplicity of three calculated?,8 ns,"['The yield of triplet excitons at 8 ns was calculated as c T 1 (8 ns)/c S 1 (0 ns) and is between 19 and 27%.', 'For TIPS-Tn, SF begins to produce the same amount of triplet excitons as the upper limit of ISC at a concentration of 2.1 mM. At 8 mM, this rate of ISC would account for 22% of triplets formed by 8 ns.', 'Diagonalization of these blocks provides either the LE states or the CT states, and the latter are further grouped into left-right versus right-left character, or equivalently A → B versus B → A (Fig. ).C. Upper limit on intersystem crossingWe have concluded that no triplet excitons, and therefore no ISC, was detected over the 8 ns TA measurements of 0.05 mM TIPS-Pn and TIPS-Tn. But, there may still be a triplet population that is below the detection limit, that is, some magnitude of triplet excitons that is unresolvable over the time window and at the signal-to-noise ratio present in this study.']",0.470588235,triplet exciton,300
429,Why do the azupyrene and pyrene films exhibit different peak shapes and widths in their XP spectra?,Why do the films of a substance with an alternant -electron system and a larger optical gap compared to its nonalternant isomer exhibit different peak shapes and widths in their XP spectra?,"The differences in peak shape and width between azupyrene and pyrene films can be explained by the distinct chemical environments of the carbon atoms in each molecule. DFT calculations, which include parameters like the Gaussian-to-Lorentzian ratio and the number of symmetry equivalent carbon atoms, help in understanding these variations. The asymmetry of the azupyrene peak, in particular, is attributed to the more varied chemical environments of its carbon atoms.","['The differences in peak shape and peak width can be explained with the help of DFT calculations, which provide the binding energies for the individual carbon atoms in the molecules. ', 'According to this analysis, the asymmetry of the azupyrene peak is caused by the more distinctly different chemical environments of its carbon atoms.', 'We propose that the characteristics of species 4 would correspond to the properties predicted by calculations obtained for medium-strength coupled H-aggregates in carotenes , where there is a mainAnalysis of the Valence Electronic StructureAzupyrene with its nonalternant \uf070-electron system has a much smaller optical gap than its alternant isomer pyrene.', 'The CCSD(T) structure has an angle similar to the BLYPTopology Effects in Molecular Organic Electronic Materials: Pyrene and Azupyrene Pyrene derivatives play a prominent role in organic electronic devices, including field effect transistors, light emitting diodes, and solar cells.']",0.4375,pyrene,430
588,"Which molecule, azupyrene or pyrene, has a larger electronic band gap?","Which molecule, a small prototypical building block for nonalternant nanographenes described as a [14]annulene with a central double-bonded C2 unit, or pyrene, has a larger electronic band gap?",Pyrene has a larger electronic band gap than azupyrene.,"['The calculated absolute electronic band gaps are 2.96 eV and 3.83 eV for azupyrene and pyrene, respectively.', 'In on-surface synthesis, both pyrene and azupyrene are small prototypical building blocks for alternant and nonalternant nanographenes.', 'The conjugated system of pyrene is best described as a biphenyl with two ethenediyl bridges, whereas azupyrene is a [14]annulene with a central double-bonded C2 unit.']",0.384615385,azupyrene,589
525,How does the PCC value after violet light illumination compare to that after blue light illumination in the experiment?,How does the PCC value after exposure to a wavelength that can switch the anchoring time of cytPINK1 on the MOM compare to that after exposure to a different wavelength in the experiment?,The PCC value after violet light illumination is higher than that after blue light illumination.,"['After blue light (445 nm) illumination, the fluorescence signals of HaloTag-and eDHFR-fused proteins were less colocalized than those after violet light illumination. ', 'The PCC representing the colocalization of eDHFR with HaloTag after the blue light illumination (PCC = 0.54 ± 0.04; mean ± s.e.m., n = 15 cells) was lower than that after violet light illumination (PCC = 0.67 ± 0.03).', 'In the absence of pcDH, no accumulation of cytPINK1-mOrange2-eDHFR or miRFP670nano-Parkin was observed, regardless of the illumination wavelength (Fig. , Extended Data Fig. ).', 'a, Switching between green-and violet-light illumination to temporally control the anchoring time of cytPINK1 on the MOM.']",0.407407407,illumination,526
84,What is the step before the output was later split to generate pump and probe pulses in the experimental setup for 2DES measurements?,What is the step before the output was later split to generate pump and probe pulses in the experimental setup for experiments conducted at 77 K using a laser pulse with a central wavelength of 529 nm?,The NOPA output was compressed using a prism compression line.,"['A 1kHz regenerative amplifier laser system, Coherent (Libra), was used to power a home-built single-pass noncolinear optical parametric amplifier (NOPA). ', 'The NOPA output was compressed using a prism compression line and later split to generate pump and probe pulses. ', 'The pump pulse was passed through a pulse shaper, FASTLITE Dazzler, to provide controllable variable time delay between two collinear pump pulses. ', 'After the sample position, the probe was focused onto a spectrometer (SpectraPro HRS-300) and detected on a CCD (PIXIS 400, Princeton Instruments).', 'To determine the decay timescales associated with the diagonal 600 nm peak in Figure (a)-(f), the associated region of the 2DES data was integrated (see also Supporting Information Figure ) and plotted as a function of t2 and fit to decaying exponentials.', 'The 2DES experiments at 77 K used a laser pulse with a central wavelength of 529 nm (see Supporting Information Figure ).']",0.527777778,2DES,85
79,"On what were the systems, as stated by Mendeleev, based?","On what were the systems, as stated by the author of mid 19th century chemistry textbooks, based?",Similarity and order relationships among elements,"['These systems, as stated by Mendeleev, were based on similarity and order relationships among elements, which underlie the mathematical structure of every possible system.', 'Therefore, Meyer and Mendeleev had at their disposal a chemical space with inorganic tradition and with about 40 years of very rapidly growing organic colonies.', 'Aiming at presenting mid 19th century chemical knowledge to chemistry students, Meyer and Mendeleev embarked on writing textbooks from which their periodic systems arose .']",0.529411765,mendeleev,80
576,Why did researchers investigate whether simple metal carbonyl compounds could play a role in COS generation?,"Why did researchers investigate whether simple metal carbonyl compounds could play a role in the generation of a compound that can act as a coupling agent in the presence of amino acids to form dipeptides, aminoacyl phosphates, and aminoacyl adenylates?",Researchers investigated whether simple metal carbonyl compounds could play a role in COS generation due to their potential prebiotic importance and the more reducing early-Earth environment that may have generated metal carbonyl motifs.,"['This potential prebiotic importance, coupled with a more reducing early-Earth environment that may have generated metal carbonyl motifs, prompted us to investigate whether simple metal carbonyl compounds could play a role in COS generation, particularly under thermal rather than photochemical reactions.', 'When compared to COS, the fundamental chemistry of COSe is much less investigated, with prior work primarily focusing on preparation, carbonylation of amines, and other related carbonylation reactions.', 'In the presence of amino acids, COS can act as a coupling agent to form dipeptides, aminoacyl phosphates, and aminoacyl adenylates, all of which are important buildingfor 16 h resulted in a color change from light yellow to dark green.']",0.388888889,COS,577
659,Which peptide polymers had potent activities against multiple food animal-associated pathogens?,Which substances characterized using GPC at the sidechain NHBoc protected stage with DMF as the mobile phase had potent activities against multiple food animal-associated pathogens?,"Three peptide polymers: K21 (α-Poly-L-lysine), K19S2, and K18S4","['Antibacterial studies showed that three peptide polymers (K21 (α-Poly-L-lysine), K19S2, K18S4) had potent activities against multiple food animal-associated pathogens, including Staphylococcus aureus (S. aureus), Escherichia coli (E. coli) and Pseudomonas aeruginosa (P. aeruginosa) as representative common pathogenic bacteria.', 'b) GPC characterization of peptide polymers at the sidechain NHBoc protected stage using DMF as the mobile phase.', 'g) Cytotoxicity of peptide polymers on COS-7 cells, all data were presented as the mean ± SD (n = 3).modified by C20 alkFA (referred to as enriched portion from here on).']",0.346153846,peptide polymer,660
704,What is the optical gap for the lowest energy transition for azupyrene?,What is the optical gap for the lowest energy transition for a small prototypical building block for nonalternant nanographenes with a DFT-calculated electronic band gap that increases from 2.96 eV to 3.62 eV?,2.54 eV,"['The optical gap for the lowest energy transition is 2.54 eV for azupyrene and 3.63 eV for pyrene, yielding an even larger difference of 1.09 eV.', 'In on-surface synthesis, both pyrene and azupyrene are small prototypical building blocks for alternant and nonalternant nanographenes.', 'Accordingly, the DFT-calculated electronic band gap of azupyrene increases from 2.96 eV to 3.62 eV. With this value the difference between the DFT-based ""frozen orbital"" electronic band gap and the (experimental) optical band gap is 1.08 eV (= 3.62 eV -2.54 eV) for azupyrene, while the same difference is only 0.20 eV (= 3.83 eV -3.63 eV) for pyrene.']",0.310344828,azupyrene,705
239,What was used as the solvent due to the large quantities of liquids required for an experimental run?,What was used as the solvent due to the large quantities of liquids required for a run involving measurements that showed higher fluorescent intensities than simulated ones?,Tap water,"['Tap water was used as the solvent due to the large quantities of liquids required for an experimental run (typically, a total of 100 to 125 liters for acid, base and four reference solutions).', 'Simulated fluorescent intensities are lower than experimental fluorescent intensities at all times.', 'The chart shows good agreement between the experimental data points at 1 and 4.3 cP and the micromixing model from this study.']",0.482758621,experimental,240
31,How does the total surface area and the surface area of micropores of ZrBTC-114.6 compare to those of ZrBTC-114.6-S?,How does the total surface area and the surface area of micropores of a synthesized MOF with a weight loss of 24.52% and the highest surface area among the synthesized MOFs compare to those of ZrBTC-114.6-S?,"The total surface area of ZrBTC-114.6-S is smaller by approximately 33% compared to ZrBTC-114.6, and the surface area of micropores in ZrBTC-114.6-S is zero whereas it is present in ZrBTC-114.6.","['Indeed, the total surface area of the PSM MOF decreased ca. 33 % (SAχ = 704 m 2 /g) as compared to ZrBTC-114.6 (SAχ = 1050 m 2 /g). ', 'Furthermore, the surface area corresponding to microporous from the family with an average size of 1.53 nm amounted to zero whereas the mesoporous surface area dropped ca. 83%.', 'In this region, the weight loss of the materials followed the trend: ZrBTC-52.4 (16.61%) < ZrBTC-83.5 (19.28%) < ZrBTC-114.6 (24.52%).', 'Indeed, we will show later that ZrBTC-114.6 had the highest surface area among the synthesized MOFs.']",0.541666667,zrbtc-114.6,32
532,What was incorporated at the C-terminus of the fusion protein of HaloTag and mOrange2 for ER targeting?,"What was incorporated at the C-terminus of the fusion protein of HaloTag and mOrange2 for targeting a subcellular organelle involved in highly dynamic communication with other organelles such as the cytosol, mitochondria, and nucleus?",The ER-targeting domain of cytochrome b5 (Cb5; amino acids 100-134),"['For ER targeting, the ER-targeting domain of cytochrome b5 (Cb5; amino acids 100-134) was incorporated at the C-terminus of the fusion protein of HaloTag and mOrange2.', 'Halo-mOrange2-NLS, Halo-mOrange2-Cb5 (Cb5: amino acids 100-134 of cytochrome b5), and Tom20-mOrange2-Halo were used to target the nucleus, endoplasmic reticulum (ER), and mitochondrial outer membrane (MOM), respectively.', 'Synthetic mimics of HDP have shown broad-spectrum antibacterial activity <refEnzyme-Instructed Assemblies Enable Mitochondria Localization of Histone H2B in Cancer Cells It is known that a highly dynamic communication among subcellular organelles (e.g., cytosol, endoplasmic reticulum (ER), mitochondria, and nucleus) dictate cellular behaviors.']",0.40625,ER,533
260,Is the electronic band gap of azupyrene larger or smaller than that of pyrene?,Is the electronic band gap of azupyrene larger or smaller than that of a substance with a symmetric peak and an optical excitation energy of 3.63 eV?,"Researchers are turning to OLEDs for smart device displays because their benefits of higher energy savings and richer colors compared to LCDs, which surpasses their major setback, the sensitivity to impurities.","['Using photoelectron spectroscopy, near edge X-ray absorption fine structure spectroscopy, and other methods, it is shown that the electronic band gap of azupyrene is by 0.72 eV smaller than that of pyrene.', 'The pyrene peak is symmetric and has a smaller width (FWHM = 0.94 eV).', 'The resulting optical excitation energies, determined from the rising edge of the peak, are 2.54 eV for azupyrene and 3.63 eV for pyrene, yielding a difference of 1.09 eV. Our ab initio calculations within the second-order approximate coupled-cluster (CC2) approach (see vertical lines in Figure ) overestimate the absolute excitation energies for both molecules.']",0.48,pyrene,261
323,"What was the singlet decay rate constant, k S 1, fixed to for TIPS-Tn?","What was the singlet decay rate constant, k S 1, fixed to for a substance used as received from Lumtec that the model fits well without triplet fusion?",1/12.7 ns -1,"['For TIPS-Tn, the singlet decay rate constant, k S 1 , was fixed to 1/12.7 ns -1.', 'EXPERIMENTAL METHODSTIPS-Pn (Ossila) and TIPS-Tn (Lumtec) were used as received.', 'For both TIPS-Pn and TIPS-Tn, the model fits well without triplet fusion, and so presumably it plays only a minor role.']",0.464285714,tips-tn,324
431,"Which poses a higher threat to human health, ammonia or LOHCs?","Which poses a higher threat to human health, ammonia or a substance used for short distance hydrogen transport that is at a developmental stage?","Ammonia poses a particularly high threat to human health, whereas LOHCs do not pose a particularly high threat.","['Furthermore, ammonia has been reported as a particularly toxic compound for humans. ', ""Whereas ammonia and liquid hydrogen are considered 'one-way carriers' i.e., they get destroyed after extracting the hydrogen, LOHCs are meant to be two-way carriers, meaning that the dehydrogenated liquid will be shipped back to the port of origin for re-hydrogenation. "", 'This means that unlike ammonia, LOHCs do not pose a particularly high threat to human health.', 'This means that LOHCs are probably more suitable for short distance transport e.g., between the mainland and an island, instead of being an optimal candidate for transoceanic trade.', 'Both the de-and the hydrogenation of LOHCs processes are not currently done at a large scale in the world and are currently at a developmental stage, meaning that LOHC could come to the market later than the alternative hydrogen carriers Table is not exhaustive.']",0.434782609,lohc,432
248,Why is the utilization of preparative HPLC for the purification of OLEDs considered a poor choice?,Why is the utilization of preparative HPLC for the purification of display materials that offer higher energy saving and richer color compared to LCDs considered a poor choice?,The utilization of preparative HPLC for the purification of OLEDs is considered a poor choice due to the requirement of excessive energy and high dry-down time needed to handle the high volume of organic solvent used. This not only creates a bottleneck in the post-collection workflow of the purification process but also affects the overall productivity.,"['Therefore, the utilization of preparative HPLC for the purification of OLEDs becomes a poor choice due to the requirement of excessive energy and high dry-down time to deal with such a high volume of organic solvent. ', 'This will also create a bottleneck in the postcollection workflow of the purification process and the overall productivity.', 'Sivasubramaniam, et al. utilized three columns in series and used 100% acetonitrile as the mobile phase to separate a standard mixture of only four OLED compounds in about 50 minutes -this is an example of HPLC separation of OLEDs with a considerable waste of time and resources.', 'To that end, researchers are turning to organic light-emitting diodes (OLEDs) as the display materials due to higher energy saving and richer color compared to liquid crystal displays (LCDs).']",0.481481481,oled,249
729,On what apparatus was TGA performed?,On what apparatus was the quantitative analysis method used to study thermal decomposition in an inert environment performed?,TA2050,"['TGA was performed on a TA2050 apparatus using a heating rate of 5 °C/min under a nitrogen flow of 15 mL/min and raising the temperature to 700°C.', 'Quantitative analysis of the TGA data was performed following the principles of the method reported by Shearer et al. and considering the thermal decomposition in an inert environment of a dehydroxylated MOF-808.for adsorption applications, and remarkable ability to catalytically activate strong C-H bonds under very mild conditions via oxidative addition .', 'Therefore, the removal of hydroxylated species after activation was established as in agreement with TGA results as well.']",0.263157895,TGA,730
266,How does the aggregation behavior of SOPS compare to that of typical porphyrins?,How does the aggregation behavior of a substance that exhibits non-planarity in the calculated ground state minimized structure in solution compare to that of typical porphyrins?,"SOPS do not self-associate in the same manner as typical porphyrins; the silyloxy axial substituents in SOPS inhibit aggregation, improving solubility.","['While porphyrins typically form either J-or H-aggregates, SOPS do not self-associate in the same manner: the silyloxy axial substituents dramatically improve solubility by inhibiting aggregation.', 'We find that increased ionicity of the M -N bond aids in the substitution of larger M cations into wurtzite AlN, in which thestructural study (M06-2X/6-31G with a polarizable continuum model for dichloromethane solvent) that shows non-planarity in the calculated ground state minimized structure of SOPS in solution (see Supporting Information, Figures and).', 'TheRESULTS AND DISCUSSIONSynthesis and Reactivity of PorSils and SOPS.']",0.47826087,SOPS,267
55,What were detected using a single-crystal silicon wafer drop-coated with JUC-557-nanosheet as a visual fluorescence sensing platform?,What were detected using a single-crystal silicon wafer drop-coated with a nanosheet that has a K_a value of 1.27 × 10^5 M^-1 in seawater as a visual fluorescence sensing platform?,"Different analytes, including Fe 3+ (0.01 M), I 2 (0.005 M), NB (0.0005 M), and TNT (0.0005 M)","['A single-crystal silicon wafer drop-coated with JUC-557-nanosheet as a facile visual fluorescence sensing platform was utilized to detect different analytes, including Fe 3+ (0.01 M), I 2 (0.005 M), NB (0.0005 M), and TNT (0.0005 M).', 'The K a value of JUC-557-nanosheet with I 2 in seawater was estimated to be 1.27 × 10 5 M -1 , which is slightly lower than that from pure I 2 because organics in seawater could partially react with iodine.', 'In addition, due to the larger spectrum overlap of JUC-557-nanosheet with NB, the quenching effect of JUC-557-nanosheet for NB was better than that of JUC-557-nanosheet for TNT.wave functionalbased methods we show that NO2 is bound via hydrogen bonding to the ligand leading to energy down shift of the lowest triplet state (T1) of the photosensitizing ligand.']",0.535714286,juc-557-nanosheet,56
254,"Which gas, argon or nitrogen, exhibits lower relative pressures at the temperatures mentioned?","Which gas, argon or a substance that is blue in colour code and used in adsorption experiments, exhibits lower relative pressures at the temperatures mentioned?",Argon exhibits lower relative pressures compared to nitrogen at the specified temperatures.,"['lower relative pressures; ca. 0.4-0.42 and ca. 0.49-0.44 for argon at 87.3K and nitrogen at 77.4K, respectively.', 'Colour code: grey: carbon, blue: nitrogen, red: oxygen.', 'Adsorption experiments also confirm the assumption that the use of the H4FBCDC linker leads to a more rigid network since the adsorption of nitrogen does not trigger the phase transformation.']",0.48,nitrogen,255
483,What is the step before obtaining excited states in the RAS-SF + PCM algorithm?,What is the step before obtaining excited states in the RAS-SF + algorithm that involves solving the state-specific Schrödinger equation for equilibrium solvation on excited state k?,Equilibrating the groundstate eigenfunction with respect to the medium,"['The algorithm begins by computing the RAS-SF ground state wave function in the gas phase. ', 'Next, one-electron integrals are modified to incorporate R0 and the groundstate total energy is iterated to convergence, as in any SCRF calculation except that the lowest eigenstate of a CI Hamiltonian must be computed at each SCRF iteration. ', 'This completes step 1 in Fig. . ', 'Once the groundstate eigenfunction has been equilibrated with respect to the medium, excited states (including LE and/or CT states, as desired) are obtained by computing additional eigenstates in the presence of a fixed reaction-field operator R0.', 'This approach should be valid in the long-time limit after excitation, whereas the case of a sudden (vertical) excitation requires a nonequilibrium approach, as developed in Section II C. For equilibrium solvation on excited state k, one must solve the statespecific Schrödinger equation( Ĥvac + Rk )|Ψ k = E k |Ψ k .(5)(Our notation for excited-state PCM calculations follows that used in a recent review.', 'The magnitude of thisD. ImplementationA flow chart for the RAS-SF + PCM algorithm is illustrated in Fig. , including both the nonequilibrium ptSS and the state-relaxed equilibrium procedure.']",0.423076923,PCM,484
328,How many candidate MOFs could be experimentally synthesized and tested for catalytic activity?,How many candidate materials with a framework structure that can show smooth redshifting vibrational frequencies with heating could be experimentally synthesized and tested for catalytic activity?,Thousands of candidate MOFs,"['There are thousands of candidate MOFs that could be experimentally synthesized and tested for catalytic activity which can be extremely time-consuming.', 'The non-phase change variants, on the other hand, only showed the smooth redshifting vibrational frequencies with heating as seen for carboxylate MOFs.', 'We then apply ANN-based activation and thermal stability prediction models to determine activation-stable MOFs and their corresponding decomposition temperatures and narrow our space down to MOFs containing a single transition metal element corresponding to Mn, Fe, Co, or Cu.']",0.461538462,mofs,329
512,Why are PFAS considered a global health threat?,Why are a class of chemicals known as forever or bio-cumulative compounds considered a global health threat?,"PFAS are considered a global health threat because they have been identified as carcinogens and have many other health effects. Their slow degradability leads to an overwhelming abundance in the soil, dust, air, and groundwater, making them persistently present in the environment.","['Despite their ubiquity, PFAS have shown to be extremely persistent in the environment. ', 'Their slow degradability has led to an overwhelming abundance in the soil, dust, air, and groundwater. ', 'Unfortunately, these compounds have also been identified as carcinogens, among many other health effects, making them a global health threat.', 'Noticeably, after exposure, the relative ratio of Cu 1+ to Cu +2 in the MOF decreased, indicating that the presence of PFAS results in substantial changes in the oxidation state of the copper atoms, which as stated above, are key species towards maintaining charge neutrality within the MOF.', '<ref type=""bibr""IntroductionPerfluoroalkyls (PFAS, also known as forever or bio-cumulative compounds) have recently emerged as a class of chemicals that urgently requires effective detection and removal.']",0.411764706,PFAS,513
641,What is the ground-state structure of AlN and Al 1-x Gd x N alloys when x is less than 0.82?,What is the ground-state structure of AlN and Al 1-x alloys with a substance that does not decompose to metallic form or rocksalt form and shows no significant change in unit cell volume across a temperature range from 600 K to 1273 K when x is less than 0.82?,Context is insufficient to answer the question,"['Wurtzite is the ground-state structure of AlN and Al 1-x Gd x N alloys up to the critical composition of x c =0.82, above which the rocksalt structure is more stable.', 'No decomposition, for example to metallic Gd or rocksalt GdN, was observed via laboratory XRD as a result of sequential 3 minute anneals every 100 K from 600 K up to 1273 K. There is no significant change in the unit cell volume across the temperature range, as shown in Figure (c), so we attribute small shifts in the (0 0 2) peak position to strain effects from mismatch in the coefficients of thermal expansion between Al 1-x Gd x N and the Si substrate.', 'Future growth optimization may be able to further increase the range of Gd that can be incorporated into AlN. Expanding our computational analysis to Pr 3+ and Tb 3+ , which show similar behavior to Gd 3+ , and comparing ionic size effects with electronegativity for all the cations that have been considered for substitution into AlN allows us to develop design rules for Al 1-x M x N alloys.']",0.355555556,gd,642
210,How does the ET rate of the protonated SAM compare to the ET rate of the deuterated SAM?,How does the rate of electron transfer from the modified Au electrode to the EtnFc moiety compare between the protonated SAM and the deuterated SAM?,The ET rate of the protonated SAM is higher than that of the deuterated SAM.,"['In the case of protonated variant, the ET rate from the SAM modified Au electrode is determined to be 34 s-1 which reduces to 16.75 s-1 when the ET has been done across the deuterated SAM.', 'The KIE for the ET from the modified Au electrode to the EtnFc moiety attached to it is also calculated from the respective kapp values for these two different mixed SAMs.', 'In case of short chain mixed SAM, (N3C11SH/D-C8SH/D) the Tafel plot shows curved nature with asymmetry which indicates that through space tunneling mechanism is during the interfacial ET and as the chain length increases, the curved and asymmetrical nature of the Tafel plot vanishes reflecting the fact that with the increase in chain length of the SAM, the nature of ET changes from through space to through bond tunneling.']",0.5,ET,211
607,How much higher is the transition state TS2 than the reactant asymptote at the UCCSD(T)-F12a/AVTZ level?,How much higher is the transition state TS2 than the reactant asymptote at the computational chemistry method that forms a doubly hydrogen-bonded complex well with an energy of -12.29 kcal mol -1?,15.11 kcal mol -1,"['One first forms the oxywater (H2OO) and O2 via the transition state TS2, which is 15.11 kcal mol -1 higher than the reactant asymptote at the UCCSD(T)-F12a/AVTZ level.', 'At the UCCSD(T)-F12a/AVTZ level, a doubly hydrogen-bonded complex well (RC, -12.29 kcal mol -1 ) is formed before reaching a hydrogen abstraction transition state (TS1, -0.30 kcal mol -1 ).RC and TS1 have been calculated at various levels.', 'For example, the forming and breaking bond distances, respectively, are 1.340 and 1.088 Å at the UCCSD(T)-F12a/AVTZ level, compared to 1.266 and 1.132 Å by Zhou et al. In addition, as shown in Table , the imaginary frequency of TS1 is i1884 cm -1 , significantly lowerIntroductionMolecular mechanics (MM) force fields for biomolecular simulations have been under continuous development for many years.']",0.375,uccsd(t)-f12a/avtz level,608
60,Why does azoMTX show a higher affinity to eDHFR when irradiated with violet light compared to green light?,Why does the compound that can be isomerized between E and Z isomers using light irradiation show a higher affinity to eDHFR when irradiated with violet light compared to green light?,"AzoMTX shows a higher affinity to eDHFR when irradiated with violet light because this irradiation isomerizes azoMTX from the E isomer to the Z isomer, which has a higher affinity to eDHFR. Conversely, green light irradiation induces reverse isomerization from Z to E, reducing its affinity to eDHFR.","['Violet light irradiation, typically at 394 nm, isomerizes azoMTX from the E isomer to the Z isomer, whereas green light, typically at 560 nm, induces reverse isomerization from Z to E. ', 'Since (Z)-azoMTX has a higher affinity to eDHFR than the E isomer, azoMTX was associated with and dissociated from eDHFR repeatedly by alternating irradiation with different wavelengths of light.', 'Violet light irradiation, typically at 394 nm, isomerizes azoMTX from the E isomer to the Z isomer, whereas green light, typically at 560 nm, induces reverse isomerization from Z to E. Since (Z)-azoMTX has a higher affinity to eDHFR than the E isomer, azoMTX was associated with and dissociated from eDHFR repeatedly by alternating irradiation with different wavelengths of light.', 'This is presumably because the two carboxy groups of azoMTX were replaced with -H and -CONHR (R: alkyl group) in pcDH, indicating that either or bothwere washed twice with HBSS (+) and treated with 3 µM pcDH in DMEM for 1 h. The culture medium was replaced with HBSS (+).']",0.533333333,azomtx,61
